participant.label,alpha_med,alpha_positive,beta_med,beta_positive,gender,age,affiliation,group_type,Base,015,03,045,round,contribute,mpcr,payoff,total_contribution,id_subsession,max_contribute,max_payoff,max_c_and_p
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,5,0,0.6,10.6,1,1,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,6,0,0.6,16,10,8,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,7,0,0.6,10,0,2,1,1,1
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,8,0,0.6,14.8,8,8,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,9,0,0.6,10,0,3,1,1,1
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,10,0,0.6,10,0,3,1,1,1
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,1,10,0.6,9,15,13,1,0,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,2,6,0.6,13,15,9,0,0,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,3,2,0.6,17.6,16,16,0,1,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,4,5,0.6,15.2,17,10,0,1,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,5,5,0.6,9.2,7,10,1,0,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,6,2,0.6,13.4,9,16,0,1,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,7,1,0.6,12.6,6,12,0,0,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,8,1,0.6,11.4,4,10,0,1,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,9,0,0.6,11.8,3,9,0,1,0
baseSUB25,-0.0215,0,-0.0715,0,1,21,10,base,1,0,0,0,10,0,0.6,10.6,1,13,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,1,4,0.6,10.2,7,9,1,0,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,2,0,0.6,17.2,12,14,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,3,0,0.6,11.8,3,12,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,4,0,0.6,14.8,8,15,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,5,0,0.6,11.2,2,11,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,6,0,0.6,14.2,7,12,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,7,0,0.6,10,0,10,1,1,1
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,8,0,0.6,11.2,2,12,0,1,0
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,9,0,0.6,10,0,11,1,1,1
baseSUB26,-0.0215,0,0.0555,1,0,24,22,base,1,0,0,0,10,0,0.6,10.6,1,13,0,1,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,1,4,0.6,20.4,24,16,0,1,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,2,10,0.6,7.2,12,11,1,0,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,3,3,0.6,8.8,3,12,1,0,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,4,0,0.6,14.8,8,15,0,1,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,5,1,0.6,10.2,2,11,1,0,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,6,0,0.6,10,0,13,1,1,1
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,7,1,0.6,13.2,7,13,0,1,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,8,2,0.6,12.2,7,16,0,0,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,9,0,0.6,11.8,3,9,0,1,0
baseSUB27,0.024,1,0.85,1,1,23,22,base,1,0,0,0,10,1,0.6,9.6,1,15,1,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,1,5,0.6,14,15,13,0,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,2,5,0.6,12.2,12,14,0,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,3,6,0.6,14.2,17,11,0,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,4,3,0.6,11.2,7,12,1,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,5,0,0.6,16.6,11,14,0,1,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,6,0,0.6,10,0,13,1,1,1
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,7,3,0.6,10,5,16,1,0,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,8,0,0.6,10.6,1,9,0,1,0
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,9,0,0.6,10,0,16,1,1,1
baseSUB28,-0.0215,0,0.303,1,0,23,12,base,1,0,0,0,10,0,0.6,16,10,14,0,1,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,1,3,0.6,11.2,7,9,0,0,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,2,1,0.6,18,15,9,0,1,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,3,6,0.6,14.8,18,9,0,0,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,4,1,0.6,13.2,7,16,0,1,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,5,0,0.6,17.2,12,15,0,1,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,6,3,0.6,13.6,11,10,0,0,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,7,0,0.6,10.6,1,9,0,1,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,8,6,0.6,7.6,6,13,1,0,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,9,1,0.6,15.6,11,13,0,0,0
baseSUB29,-0.313,0,0.5895,1,1,24,29,base,1,0,0,0,10,1,0.6,9.6,1,13,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,1,10,0.6,7.8,13,15,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,2,10,0.6,12.6,21,13,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,3,10,0.6,9.6,16,16,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,4,10,0.6,9.6,16,9,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,5,10,0.6,6.6,11,16,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,6,10,0.6,6,10,15,1,0,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,7,0,0.6,10,0,10,1,1,1
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,8,0,0.6,16,10,14,0,1,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,9,0,0.6,11.2,2,14,0,1,0
baseSUB30,0.024,1,0.85,1,0,21,4,base,1,0,0,0,10,0,0.6,13,5,16,0,1,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,1,10,0.6,10.8,18,12,1,0,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,2,8,0.6,11,15,9,1,0,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,3,5,0.6,17.6,21,10,0,1,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,4,5,0.6,9.2,7,16,1,0,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,5,3,0.6,10,5,12,1,0,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,6,0,0.6,16,10,15,0,1,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,7,0,0.6,10,0,10,1,1,1
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,8,0,0.6,16.6,11,15,0,1,0
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,9,0,0.6,10,0,10,1,1,1
baseSUB31,0.024,1,0.0555,1,0,21,10,base,1,0,0,0,10,0,0.6,10,0,12,1,1,1
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,1,0,0.6,14.2,7,9,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,2,0,0.6,17.2,12,11,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,3,0,0.6,11.8,3,12,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,4,0,0.6,16,10,13,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,5,0,0.6,17.8,13,9,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,6,0,0.6,16,10,11,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,7,0,0.6,11.2,2,14,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,8,0,0.6,13.6,6,13,0,1,0
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,9,0,0.6,10,0,11,1,1,1
baseSUB32,0.024,1,0.0555,1,0,23,3,base,1,0,0,0,10,0,0.6,16,10,9,0,1,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,1,2,0.6,15.8,13,10,0,1,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,2,2,0.6,15.2,12,11,0,0,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,3,1,0.6,17.4,14,13,0,1,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,4,1,0.6,13.2,7,12,0,1,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,5,1,0.6,10.2,2,11,1,0,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,6,2,0.6,12.2,7,12,0,0,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,7,1,0.6,13.2,7,13,0,1,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,8,1,0.6,11.4,4,11,0,0,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,9,1,0.6,10.2,2,14,1,0,0
baseSUB33,0.129,1,-0.0715,0,1,21,12,base,1,0,0,0,10,1,0.6,9.6,1,10,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,1,10,0.6,14.4,24,16,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,2,10,0.6,12.6,21,13,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,3,10,0.6,12.6,21,10,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,4,10,0.6,6,10,13,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,5,10,0.6,11.4,19,13,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,6,10,0.6,12,20,9,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,7,10,0.6,6.6,11,11,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,8,10,0.6,6,10,14,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,9,10,0.6,6.6,11,13,1,0,0
baseSUB34,-0.313,0,0.4835,1,0,21,3,base,1,0,0,0,10,10,0.6,6,10,14,1,0,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,1,5,0.6,14.6,16,11,0,1,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,2,5,0.6,17,20,16,0,1,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,3,6,0.6,12.4,14,13,0,0,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,4,5,0.6,15.2,17,11,0,1,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,5,5,0.6,12.2,12,15,0,0,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,6,5,0.6,10.4,9,16,1,0,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,7,1,0.6,9.6,1,9,1,0,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,8,0,0.6,14.2,7,16,0,1,0
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,9,0,0.6,10,0,15,1,1,1
baseSUB35,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,10,0,0.6,10,0,11,1,1,1
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,1,5,0.6,12.8,13,10,0,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,2,1,0.6,21.6,21,13,0,1,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,3,6,0.6,16.6,21,10,0,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,4,7,0.6,9.6,11,14,1,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,5,7,0.6,10.2,12,15,1,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,6,5,0.6,11,10,14,1,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,7,0,0.6,11.2,2,14,0,1,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,8,5,0.6,9.2,7,16,1,0,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,9,0,0.6,16.6,11,13,0,1,0
baseSUB36,-0.0215,0,0.0555,1,0,21,10,base,1,0,0,0,10,0,0.6,10,0,12,1,1,1
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,1,0,0.6,19,15,13,0,1,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,2,10,0.6,15.6,26,15,1,0,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,3,10,0.6,13.2,22,14,1,0,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,4,0,0.6,19.6,16,9,0,1,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,5,6,0.6,11.8,13,9,0,0,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,6,0,0.6,10,0,13,1,1,1
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,7,0,0.6,10.6,1,9,0,1,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,8,0,0.6,12.4,4,11,0,1,0
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,9,0,0.6,10,0,16,1,1,1
baseSUB37,-0.313,0,0.303,1,0,20,11,base,1,0,0,0,10,0,0.6,16,10,9,0,1,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,1,10,0.6,14.4,24,16,1,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,2,5,0.6,12.8,13,12,1,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,3,4,0.6,15.6,16,16,0,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,4,3,0.6,11.2,7,12,1,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,5,1,0.6,13.2,7,10,0,1,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,6,4,0.6,18,20,9,0,1,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,7,2,0.6,11,5,16,0,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,8,3,0.6,9.4,4,11,1,0,0
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,9,0,0.6,10,0,16,1,1,1
baseSUB38,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,10,0,0.6,13,5,16,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,1,5,0.6,14.6,16,11,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,2,7,0.6,10.2,12,14,1,0,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,3,0,0.6,13.6,6,15,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,4,5,0.6,15.2,17,11,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,5,5,0.6,11.6,11,14,0,0,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,6,0,0.6,16.6,11,10,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,7,5,0.6,8.6,6,12,1,0,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,8,0,0.6,16,10,14,0,1,0
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,9,0,0.6,10,0,10,1,1,1
baseSUB39,-0.0215,0,0.0555,1,1,20,10,base,1,0,0,0,10,5,0.6,8,5,16,1,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,1,4,0.6,13.8,13,14,0,1,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,2,6,0.6,19.6,26,15,0,1,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,3,7,0.6,11.4,14,13,1,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,4,4,0.6,12.6,11,14,0,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,5,0,0.6,16.6,11,16,0,1,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,6,8,0.6,8.6,11,10,1,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,7,1,0.6,15.6,11,11,0,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,8,2,0.6,9.2,2,12,1,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,9,1,0.6,10.2,2,14,1,0,0
baseSUB40,0.024,1,0.70194,1,1,22,10,base,1,0,0,0,10,0,0.6,10,0,12,1,1,1
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,1,3,0.6,17.8,18,12,0,1,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,2,5,0.6,12.8,13,12,1,0,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,3,3,0.6,17.2,17,11,0,1,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,4,6,0.6,13.6,16,9,0,0,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,5,3,0.6,18.4,19,13,0,1,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,6,5,0.6,9.2,7,12,1,0,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,7,0,0.6,13.6,6,12,0,1,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,8,1,0.6,9.6,1,9,1,0,0
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,9,0,0.6,10,0,11,1,1,1
baseSUB41,0.129,1,0.4835,1,1,23,29,base,1,0,0,0,10,0,0.6,10.6,1,10,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,1,1,0.6,16.8,13,15,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,2,2,0.6,14.6,11,10,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,3,0,0.6,13.6,6,15,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,4,0,0.6,16,10,13,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,5,0,0.6,13,5,12,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,6,0,0.6,16,10,15,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,7,0,0.6,16.6,11,11,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,8,0,0.6,13.6,6,13,0,1,0
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,9,0,0.6,10,0,15,1,1,1
baseSUB42,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,10,0,0.6,10,0,11,1,1,1
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,1,2,0.6,15.8,13,15,0,0,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,2,2,0.6,14.6,11,10,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,3,2,0.6,18.8,18,9,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,4,1,0.6,13.2,7,16,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,5,1,0.6,15.6,11,16,0,0,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,6,0,0.6,16,10,14,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,7,0,0.6,15.4,9,15,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,8,0,0.6,10.6,1,9,0,1,0
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,9,0,0.6,10,0,15,1,1,1
baseSUB43,0.024,1,0.0555,1,1,19,8,base,1,0,0,0,10,0,0.6,16,10,14,0,1,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,1,5,0.6,12.8,13,14,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,2,10,0.6,15.6,26,15,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,3,10,0.6,13.2,22,14,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,4,0,0.6,16.6,11,14,0,1,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,5,7,0.6,10.8,13,9,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,6,10,0.6,6,10,11,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,7,2,0.6,9.2,2,14,1,0,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,8,0,0.6,11.2,2,12,0,1,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,9,0,0.6,11.2,2,12,0,1,0
baseSUB44,0.024,1,0.0555,1,2,21,10,base,1,0,0,0,10,0,0.6,10.6,1,15,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,1,4,0.6,13.8,13,14,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,2,3,0.6,14.8,13,12,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,3,2,0.6,21.2,22,14,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,4,7,0.6,13.2,17,11,1,0,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,5,1,0.6,13.2,7,10,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,6,2,0.6,13.4,9,16,0,1,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,7,1,0.6,14.4,9,15,0,0,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,8,2,0.6,10.4,4,10,1,0,0
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,9,0,0.6,10,0,10,1,1,1
baseSUB45,0.024,1,0.0555,1,1,20,3,base,1,0,0,0,10,0,0.6,10.6,1,15,0,1,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,1,6,0.6,11.8,13,10,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,2,7,0.6,9.6,11,10,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,3,6,0.6,7.6,6,15,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,4,7,0.6,13.2,17,10,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,5,6,0.6,15.4,19,13,0,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,6,5,0.6,11,10,14,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,7,5,0.6,9.2,7,13,1,0,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,8,1,0.6,11.4,4,10,0,1,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,9,0,0.6,11.2,2,12,0,1,0
baseSUB46,-0.2785,0,0.5145,1,0,26,16,base,1,0,0,0,10,0,0.6,10,0,11,1,1,1
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,1,6,0.6,13.6,16,11,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,2,10,0.6,12,20,16,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,3,8,0.6,12.2,17,11,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,4,8,0.6,6.8,8,15,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,5,6,0.6,10.6,11,14,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,6,6,0.6,16,20,9,0,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,7,8,0.6,7.4,9,15,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,8,8,0.6,8.6,11,15,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,9,2,0.6,9.2,2,12,1,0,0
baseSUB47,-0.3015,0,-5,0,0,24,22,base,1,0,0,0,10,10,0.6,6,10,9,1,0,0
baseSUB48,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,1,5,0.6,15.8,18,12,0,0,0
baseSUB48,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,2,5,0.6,17,20,16,0,1,0
