"participant.id_in_session","participant.code","participant.label","participant.payoff","player.id_in_group_α","player.id_in_group_β","player.payoff_α","player.payoff_β","player.select_num_α","player.select_num_β","player.select_num_AB_list_α","player.select_num_AB_list_β","player.db_ban_optA_self_α","player.db_ban_optA_self_β","player.db_ban_optA_other_α","player.db_ban_optA_other_β","player.db_ban_optB_self_α","player.db_ban_optB_self_β","player.db_ban_optB_other_α","player.db_ban_optB_other_β","player.db_sc_jibun_α","player.db_sc_jibun_β","player.db_sc_aite_α","player.db_sc_aite_β","group.id_in_subsession_α","group.id_in_subsession_β","group.g_db_ban_α","group.g_db_ban_β","group.g_db_cr_α","group.g_db_cr_β","alpha_med","alpha_positive","beta_med","beta_positive"
15,"hji2jo85","015SUB38",2907,1,1,0,1287,11,22,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,1287,NA,360,NA,1267,NA,200,NA,1287,NA,360,8,8,18,7,2,2,-0.0215,0,0.6275,1
14,"292kkvw7","015SUB39",2695,2,2,0,1040,11,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,180,NA,600,NA,400,NA,1040,NA,400,NA,1040,7,7,9,22,2,1,-0.0215,0,0.0555,1
16,"ejwndzb9","015SUB40",1535,2,2,0,360,11,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,1287,NA,360,NA,1267,NA,200,NA,1287,NA,360,8,8,18,7,2,2,-0.0215,0,-0.0715,0
18,"dvcw7n97","015SUB41",2400,2,2,0,1040,11,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,140,NA,600,NA,400,NA,1040,NA,400,NA,1040,9,9,13,24,1,1,-0.0215,0,0.0555,1
17,"9bp7wmzi","015SUB42",1700,1,1,0,400,12,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,140,NA,600,NA,400,NA,1040,NA,400,NA,1040,9,9,13,24,1,1,0.024,1,0.0555,1
19,"emlvkt6w","015SUB43",2797,1,1,0,1267,12,8,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,1207,NA,360,NA,1267,NA,200,NA,1267,NA,200,10,10,13,11,2,2,0.024,1,-0.0715,0
22,"a9uz1dw8","015SUB44",2840,2,2,0,1040,14,32,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]",NA,220,NA,600,NA,400,NA,1040,NA,400,NA,1040,11,11,11,20,2,1,0.129,1,0.85,1
20,"mtmffgdo","015SUB45",2045,2,2,0,200,11,28,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B""]",NA,1207,NA,360,NA,1267,NA,200,NA,1267,NA,200,10,10,13,11,2,2,-0.0215,0,0.751756,1
21,"dk3oclft","015SUB46",2300,1,1,0,400,11,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,220,NA,600,NA,400,NA,1040,NA,400,NA,1040,11,11,11,20,2,1,-0.0215,0,0.0555,1
24,"1jai327i","015SUB47",2040,2,2,0,1040,12,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,220,NA,600,NA,400,NA,1040,NA,400,NA,1040,12,12,21,20,1,1,0.024,1,0.0555,1
23,"idxxs543","015SUB48",1840,1,1,0,400,11,9,"[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]","[""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B"",""B""]",NA,220,NA,600,NA,400,NA,1040,NA,400,NA,1040,12,12,21,20,1,1,-0.0215,0,0.0555,1
