participant.id_in_session,participant.code,participant.label,participant.payoff,player.id_in_group,player.individual_choice,player.assigned_mpcr,player.round_payoff,player.chosen_round,group.id_in_subsession,group.total_contribution,group.start_timestamp,subsession.round_number
15,ornxmczo,basesub39,2060,1,5,NA,8,6,8,5,1762394780,10
24,aksu5ilz,basesub40,1200,3,4,NA,13.8,NA,6,13,1762394508,1
24,aksu5ilz,basesub40,1200,1,6,NA,19.6,NA,7,26,1762394559,2
24,aksu5ilz,basesub40,1200,2,7,NA,11.4,NA,5,14,1762394604,3
24,aksu5ilz,basesub40,1200,2,4,NA,12.6,NA,6,11,1762394635,4
24,aksu5ilz,basesub40,1200,1,0,NA,16.6,NA,8,11,1762394655,5
24,aksu5ilz,basesub40,1200,3,8,NA,8.6,NA,2,11,1762394688,6
24,aksu5ilz,basesub40,1200,1,1,NA,15.6,NA,3,11,1762394711,7
24,aksu5ilz,basesub40,1200,2,2,NA,9.2,NA,4,2,1762394735,8
24,aksu5ilz,basesub40,1200,3,1,NA,10.2,NA,6,2,1762394759,9
24,aksu5ilz,basesub40,1200,2,0,NA,10,10,4,0,1762394780,10
18,ncdnrrmm,basesub41,1560,2,3,NA,17.8,NA,4,18,1762394508,1
18,ncdnrrmm,basesub41,1560,1,5,NA,12.8,NA,4,13,1762394559,2
18,ncdnrrmm,basesub41,1560,3,3,NA,17.2,NA,3,17,1762394604,3
18,ncdnrrmm,basesub41,1560,3,6,NA,13.6,NA,1,16,1762394635,4
18,ncdnrrmm,basesub41,1560,1,3,NA,18.4,NA,5,19,1762394655,5
18,ncdnrrmm,basesub41,1560,2,5,NA,9.2,NA,4,7,1762394688,6
18,ncdnrrmm,basesub41,1560,1,0,NA,13.6,NA,4,6,1762394710,7
18,ncdnrrmm,basesub41,1560,2,1,NA,9.6,NA,1,1,1762394735,8
18,ncdnrrmm,basesub41,1560,2,0,NA,10,NA,3,0,1762394759,9
18,ncdnrrmm,basesub41,1560,2,0,NA,10.6,7,2,1,1762394780,10
16,379licab,basesub42,2400,3,1,NA,16.8,NA,7,13,1762394508,1
16,379licab,basesub42,2400,2,2,NA,14.6,NA,2,11,1762394559,2
16,379licab,basesub42,2400,2,0,NA,13.6,NA,7,6,1762394604,3
16,379licab,basesub42,2400,1,0,NA,16,NA,5,10,1762394635,4
16,379licab,basesub42,2400,2,0,NA,13,NA,4,5,1762394655,5
16,379licab,basesub42,2400,3,0,NA,16,NA,7,10,1762394688,6
16,379licab,basesub42,2400,2,0,NA,16.6,NA,3,11,1762394711,7
16,379licab,basesub42,2400,2,0,NA,13.6,NA,5,6,1762394735,8
16,379licab,basesub42,2400,2,0,NA,10,NA,7,0,1762394760,9
16,379licab,basesub42,2400,2,0,NA,10,8,3,0,1762394780,10
17,rwc1c3rg,basesub43,2867,1,2,NA,15.8,NA,7,13,1762394508,1
17,rwc1c3rg,basesub43,2867,3,2,NA,14.6,NA,2,11,1762394559,2
17,rwc1c3rg,basesub43,2867,1,2,NA,18.8,NA,1,18,1762394604,3
17,rwc1c3rg,basesub43,2867,2,1,NA,13.2,NA,8,7,1762394636,4
17,rwc1c3rg,basesub43,2867,2,1,NA,15.6,NA,8,11,1762394655,5
17,rwc1c3rg,basesub43,2867,3,0,NA,16,NA,6,10,1762394688,6
17,rwc1c3rg,basesub43,2867,2,0,NA,15.4,NA,7,9,1762394710,7
17,rwc1c3rg,basesub43,2867,3,0,NA,10.6,NA,1,1,1762394735,8
17,rwc1c3rg,basesub43,2867,1,0,NA,10,NA,7,0,1762394760,9
17,rwc1c3rg,basesub43,2867,2,0,NA,16,10,6,10,1762394780,10
20,swui1l6y,basesub44,1640,2,5,NA,12.8,NA,6,13,1762394508,1
20,swui1l6y,basesub44,1640,2,10,NA,15.6,NA,7,26,1762394559,2
20,swui1l6y,basesub44,1640,3,10,NA,13.2,NA,6,22,1762394604,3
20,swui1l6y,basesub44,1640,3,0,NA,16.6,NA,6,11,1762394635,4
20,swui1l6y,basesub44,1640,1,7,NA,10.8,NA,1,13,1762394655,5
20,swui1l6y,basesub44,1640,2,10,NA,6,NA,3,10,1762394688,6
20,swui1l6y,basesub44,1640,1,2,NA,9.2,NA,6,2,1762394711,7
20,swui1l6y,basesub44,1640,1,0,NA,11.2,NA,4,2,1762394735,8
20,swui1l6y,basesub44,1640,2,0,NA,11.2,NA,4,2,1762394759,9
20,swui1l6y,basesub44,1640,3,0,NA,10.6,6,7,1,1762394780,10
19,lf91ato0,basesub45,1720,1,4,NA,13.8,NA,6,13,1762394508,1
19,lf91ato0,basesub45,1720,3,3,NA,14.8,NA,4,13,1762394559,2
19,lf91ato0,basesub45,1720,1,2,NA,21.2,NA,6,22,1762394604,3
19,lf91ato0,basesub45,1720,1,7,NA,13.2,NA,3,17,1762394635,4
19,lf91ato0,basesub45,1720,1,1,NA,13.2,NA,2,7,1762394654,5
19,lf91ato0,basesub45,1720,3,2,NA,13.4,NA,8,9,1762394688,6
19,lf91ato0,basesub45,1720,1,1,NA,14.4,NA,7,9,1762394710,7
19,lf91ato0,basesub45,1720,2,2,NA,10.4,NA,2,4,1762394735,8
19,lf91ato0,basesub45,1720,1,0,NA,10,NA,2,0,1762394759,9
19,lf91ato0,basesub45,1720,1,0,NA,10.6,5,7,1,1762394780,10
22,76jexyoe,basesub46,960,3,6,NA,11.8,NA,2,13,1762394508,1
22,76jexyoe,basesub46,960,1,7,NA,9.6,NA,2,11,1762394559,2
22,76jexyoe,basesub46,960,1,6,NA,7.6,NA,7,6,1762394604,3
22,76jexyoe,basesub46,960,2,7,NA,13.2,NA,2,17,1762394635,4
22,76jexyoe,basesub46,960,3,6,NA,15.4,NA,5,19,1762394655,5
22,76jexyoe,basesub46,960,1,5,NA,11,NA,6,10,1762394688,6
22,76jexyoe,basesub46,960,3,5,NA,9.2,NA,5,7,1762394711,7
22,76jexyoe,basesub46,960,1,1,NA,11.4,NA,2,4,1762394735,8
22,76jexyoe,basesub46,960,3,0,NA,11.2,NA,4,2,1762394759,9
22,76jexyoe,basesub46,960,1,0,NA,10,3,3,0,1762394780,10
23,cfv0a3xx,basesub47,2187,2,6,NA,13.6,NA,3,16,1762394508,1
23,cfv0a3xx,basesub47,2187,2,10,NA,12,NA,8,20,1762394559,2
23,cfv0a3xx,basesub47,2187,1,8,NA,12.2,NA,3,17,1762394604,3
23,cfv0a3xx,basesub47,2187,1,8,NA,6.8,NA,7,8,1762394635,4
23,cfv0a3xx,basesub47,2187,3,6,NA,10.6,NA,6,11,1762394655,5
23,cfv0a3xx,basesub47,2187,3,6,NA,16,NA,1,20,1762394688,6
23,cfv0a3xx,basesub47,2187,3,8,NA,7.4,NA,7,9,1762394710,7
23,cfv0a3xx,basesub47,2187,3,8,NA,8.6,NA,7,11,1762394735,8
23,cfv0a3xx,basesub47,2187,1,2,NA,9.2,NA,4,2,1762394759,9
23,cfv0a3xx,basesub47,2187,3,10,NA,6,9,1,10,1762394780,10
21,msyjc2fc,basesub48,2627,1,5,NA,15.8,NA,4,18,1762394508,1
21,msyjc2fc,basesub48,2627,1,5,NA,17,NA,8,20,1762394559,2
21,msyjc2fc,basesub48,2627,3,10,NA,10.8,NA,1,18,1762394604,3
21,msyjc2fc,basesub48,2627,1,5,NA,15.2,NA,2,17,1762394635,4
21,msyjc2fc,basesub48,2627,3,2,NA,11,NA,4,5,1762394655,5
21,msyjc2fc,basesub48,2627,1,0,NA,16,NA,3,10,1762394688,6
21,msyjc2fc,basesub48,2627,1,0,NA,13,NA,8,5,1762394711,7
21,msyjc2fc,basesub48,2627,1,3,NA,13.6,NA,7,11,1762394735,8
21,msyjc2fc,basesub48,2627,3,3,NA,8.8,NA,1,3,1762394759,9
21,msyjc2fc,basesub48,2627,1,0,NA,10.6,8,2,1,1762394780,10
